ObjectID,Accession Number,Object Number,Sort Number,Department,Classification,Acquisition Method,Object Status,Artist/Maker,Title,Object Name (Ctrl + Insert),Dated,Materials / Techniques,Dimensions,Description,Credit Line (Ctrl + Insert),Culture (Ctrl + Insert),Period/Dynasty (Ctrl + Insert),eMuseum Label Text
40267,2022.6,,2022     6,European Art,Prints,Purchase,Permanent Collection,Francisco José de Goya y Lucientes,"Despacha, que dispiértan. (Be quick, they are waking up), plate 78 from the first edition of Los Caprichos (Madrid, 1799)",etching and burnished aquatint,1797–99,Etching and burnished aquatint,"Image: 7 1/2 × 5 3/8 in. (19.1 × 13.7 cm)
Plate: 8 7/16 × 5 7/8 in. (21.4 × 14.9 cm)
Sheet: 11 11/16 × 7 1/2 in. (29.7 × 19.1 cm)",,Richard Lee Ripin Art Purchase Fund,Spanish,,"Goya’s contemporaries interpreted this print of hooded figures in a kitchen-like space in differing ways. Some considered it a critique of popular superstitions, while others understood it as directed toward religious institutions.<br>
<br>
One anonymous commentator identified the figures as goblins, writing: “The goblins are the most industrious and obliging people there are. As the maid keeps them happy, they scour the pot, cook the vegetables, wash up, sweep, and hush the child. It has often been disputed whether they are devils or not; don’t let us deceive ourselves. Devils are those who spend their time doing harm, or hindering others from doing good, or doing nothing at all.” In contrast, another anonymous commentator understood the figures to be representatives of the Church. This author wrote simply: “Friars and nuns have banquets by night in order to sing well by day.”"
40029,2022.9.19,,2022     9   19,Asian Art,Ceramics,Gift,Permanent Collection,Chinese,Gentlemen Enjoying the Four Arts,plaque,mid to late 19th century,Enameled and glazed porcelain,Framed: 16 × 11 × 1 1/4 in. (40.6 × 27.9 × 3.2 cm),,"Gift of Dominique H. Vasseur (OC 1973) in memory of his mother, Mary Burmeister Vasseur (OC 1943)
",Chinese,Qing dynasty (1644–1911),"In this blue and green world, painted in glassy enamel on porcelain, a group of elegant gentlemen gathers to enjoy the Four Arts of a scholar. From right to left, the first art is skill in the game of qí 棋, known as go in Japanese. The next art is playing the zither-like instrument the qín 琴 –one can be seen behind the qí player in pink, poking out of its cloth bag. Four men are enjoying the third art, painting, as they look at an unrolled scroll. Finally, at the far left a man in red enjoys the fourth art, calligraphy.<br>
<br>
Other symbolism is more subtle. The bamboo in the background and the blossoming plum in the scroll suggest the Three Friends of Winter, pine, plum, and bamboo, which were symbols of surviving adversity. The bamboo setting, however, and the fact that there are seven figures refers to the Seven Sages of the Bamboo Grove, a famous group of bohemian eccentrics from the 3rd century CE who were idolized in the culture of gardens and literary gatherings of the late imperial era."
40003,2022.15,,2022    15,Ancient Art,Ceramics,Bequest,Permanent Collection,Greco-Roman,Water Jug with African Head,water jug,2nd century BCE,Terracotta with traces of polychrome,Overall: 7 5/16 × 3 3/8 × 3 9/16 in. (18.5 × 8.5 × 9 cm),,Bequest of Dorothy M. Bell (OC 1925),Hellenistic,,"Head-shaped vessels, which preserve figures with various hairstyles and facial features, speak to the diversity of antiquity. These vessels likely held water or wine and were used for dining. This jug may have been made in Alexandria, Egypt, one of the ancient Mediterranean’s largest urban centers. Historically, interpretations of these works have focused on identifying racial differences between Black Africans and others. However, modern conceptions of race did not exist in antiquity, and skin color was not a factor in the creation and enforcement of social hierarchies."
40355,2022.17.2,,2022    17    2,Asian Art,Ceramics,Gift,Permanent Collection,Chinese,Large bowl,bowl,16th century,Swatow ware,Overall: 4 1/2 × 18 1/2 in. (11.4 × 47 cm),,Gift of Jean Eisenberg Poppei (OC 1968) and Robert William Poppei (OC 1967),Chinese,,"Blue underglaze porcelains like this large bowl were made in China primarily for export to the Southeast Asian market, reflecting the great demand for this style of ceramic decoration in the region. Chinese and European traders brought shiploads of these wares to the islands that today make up the Philippines and Indonesia, as well as to the Malay peninsula and Japan. Produced in kilns all along the southern Chinese coast, the style is often called Swatow Ware, reflecting an earlier European spelling of the Chinese port city Shàntóu 汕头 that exported the wares. Typical decorations included bird and flower motifs, as seen in this example."
40405,2022.19A-B,,2022    19A    B,Modern and Contemporary Art,Paintings,Purchase,Permanent Collection,Uuriintuya Dagvasambuu,Pandemic Diptych,painting; diptych,2021,Acrylic on canvas,"Overall: 27 5/8 × 95 × 1 in. (70.2 × 241.3 × 2.5 cm)
Overall (each painting): 27 5/8 × 47 1/2 × 1 in. (70.2 × 120.7 × 2.5 cm)",,Oberlin Friends of Art Fund,Mongolian,,"A line of figures waits patiently in a field of flowers and sheep, moving toward a large curtain. Blue-gloved hands emerge from it to check temperatures and deliver a vaccination. Any viewer who experienced the COVID-19 global pandemic can probably identify with the figures’ face masks, weary expressions, and sense of isolation and resigned waiting. The complex emotions surrounding the vaccines are subtly conveyed by the figures: the backward glance of the woman leading her child to the curtain, the disembodied hands delivering the vaccine, and the ambiguous status of the character on the far left, entwined in a floral fog.<br>
<br>
A few details highlight the artist’s combination of traditional and personal symbolism. The figure at the far right, rising from a cloud, is a soldier in antique Mongol armor, a symbol of protection. He holds a shield that reads “6 FEET” with a graphic of two separated people. The figure third from the right is covered with small people that represent worries and mental burdens, but the rabbit at the top is a Buddhist symbol of resolution. The crows that rest on top of the curtain at the left are Buddhist symbols of transcendence. Do you identify with any of the waiting figures?<br>
<br>
Uuriintuya Dagvasambuu is a contemporary painter from Mongolia. She was trained at the Institute of Fine Arts at the Mongolian University of Arts and Culture in Mongol Zurag (“Mongolian Painting”). A “national style” of modern painting developed in the 20th century, Mongol Zurag is comparable to other national styles like Nihonga in Japan or Guohua in China, which combine elements of traditional and modern painting.<br>
<br>
Dagvasambuu’s paintings are often visionary works of disturbing beauty. The artist borrows conventional stylistic elements from Mongolian religious art, such as repeated, geometric decorative patterns, meticulous fine-lined details, flat pictorial space, and planes of color. She also adapts Buddhist and Mongolian symbolic motifs, but updates and combines them with elements and details from contemporary life. These seeming contradictions express a very personal symbolic vocabulary for the artist while also reflecting a shared global experience. Her seamless combination of traditional style and contemporary subject accentuates the surrealistic dreamscapes that her figures inhabit."
40403,2022.21,,2022    21,Modern and Contemporary Art,Paintings,Gift,Permanent Collection,Karen Gunderson,Sweeping Sea,painting,2014,Oil on panel,Overall: 24 × 24 × 2 1/2 in. (61 × 61 × 6.4 cm),,Gift of Martin Kline,American,,"Gunderson has gradually moved toward all-black paintings since the 1980s, when she first started spending summers on Cape Cod. She remarked, “Immediately you become aware that the water is so very deep, and there are gigantic creatures.” The sense of vastness and enigma in the oceanscapes Gunderson has made since the early 2000s was also prefigured in her anthropomorphic cloudscapes of the 1980s. Although composed solely of black oil paint, the undulating striations seem to shimmer, illusionistically registering a range of silver and white tones."
40410,2022.23,,2022    23,European Art,Paintings,Purchase,Permanent Collection,Marie-Elisabeth Lemoine,Self-Portrait with Straw Hat and Palette,painting,ca. 1795,Oil on canvas,"Overall: 21 × 17 5/16 in. (53.3 × 44 cm)
Frame: 27 1/8 × 23 1/16 × 3 9/16 in. (68.9 × 58.5 × 9 cm)",,R. T. Miller Jr. Fund,French,,"The work of Marie-Elisabeth Lemoine, along with that of her three sisters and female cousin, is only recently becoming better known. She was among the students of Elisabeth Vigée Le Brun (1755– 1842), perhaps the best-known female artist at the end of the 18th century—when women painters were beginning to have more opportunities, though still woefully fewer than men. Here she depicts herself in front of her canvas, palette and brushes in hand. Her style of dress, straw hat, and gold hoop earrings—referred to as “à la créole,” a shape seen as emanating from European colonies— date the work to the early years of the French Revolution.<br>
<br>
Tables like the one here would have held pastels and artistic materials; the top level would likely have been used for items including oil paint, stored at the time in pig bladders, before metal tubes were invented around 1841. The precise meaning of her gesture towards the table is unclear—but she certainly draws our attention, proudly, to her tools.<br>
<br> 
This is just the third oil painting by a European woman made prior to 1912 in the AMAM, joining Sofonisba Anguissola’s <i>Double Portrait of a Boy and Girl of the Attavanti Family</i> and María Josefa Sánchez’s <i>The Crucified Christ</i> in the adjoining gallery."
40513,2022.26,,2022    26,Modern and Contemporary Art,Drawings / Watercolors,Purchase,Permanent Collection,Candice Lin,Nicotiana rustica,Drawing,2022,Parasitic wasp and oak gall ink on cotton rag blotting paper with plant remnants,"Image/Sheet: 11 3/4 × 9 1/2 in. (29.8 × 24.1 cm)
Frame: 16 3/4 × 14 × 1 in. (42.5 × 35.6 × 2.5 cm)",,Purchased with funds from Peter Frumkin (OC 1984) in memory of his parents Allan and Jean Frumkin,American,,"This image of a laboring, hybrid form is at once grotesque and generative. Through its making, the artist explored how an unrecorded colonial history can be recovered through and within her own body using the power of plants.<br>
<br>
Before drawing, Lin first ingested her black-brown ink. For her, this was a way to reconnect with the Chinese laborers derogatively known as “Coolies” who were forced to cultivate <i>nicotiana rustica</i>, a potent form of tobacco, on Caribbean plantations in the 19th century. With the tincture of gall ink traditionally used in early modern European documents and nicotiana rustica in her body, Lin recorded her vision on the page now before us, allowing us to see a history once invisible."
40549,2022.27,,2022    27,Modern and Contemporary Art,Drawings / Watercolors,Purchase,Permanent Collection,Creighton Baxter,Paragraph 175,Drawing,2020,"Acrylic, colored pencil, and graphite on paper",Image/Sheet: 15 1/8 × 19 1/16 in. (38.4 × 48.4 cm),,Purchased with funds from Peter Frumkin (OC 1984) in memory of his parents Allan and Jean Frumkin,American,,"Shortly after learning she was HIV positive, Baxter was swimming in the Pacific Ocean at sunset. “A large wave came and I was thrashed under the water, tumbling and swirling. When I emerged I felt my first symptoms of seroconversion, chills and nausea. In this taking under by the waves, HIV was simultaneously overtaking my body, making my vessel its home, my blood transformed, the fluid running through me became touched by the waves of millions, the collective universe of people living with HIV and AIDS across time and space. Water’s cyclical changes make me hopeful and afraid all at once.” 
<br><br>
The title, <i>Paragraph 175</i>, refers to the German statute criminalizing homosexuality from 1871 to 1994. On the verso of the drawing is a poem by Baxter of the same title, envisioning an encounter between Baxter and her late partner. These words and images evoke connections between queer people across episodes of criminalization, illness, and erasure."
40578,2022.28.1,,2022    28    1,Modern and Contemporary Art,Photographs,Purchase,Permanent Collection,Berenice Abbott,Magnetic Field,photograph,1958–61,Gelatin silver print,Image/Sheet: 8 × 10 in. (20.3 × 25.4 cm),,Purchased with funds from Carl Read Gerber (OC 1958) in memory of John Andrew Gerber (OC 1961),American,,"Abbott straddles many sub-disciplines of photography, including society portraits from 1920s Paris and urban photography from 1930s New York City. Abbott’s commitment to photographing scientific phenomena is less widely known, but no less important to photography’s history.<br>
<br>
MIT hired Abbott in 1958 to produce photo illustrations for a new physics book. So luscious and surreal were the results that they were featured in magazines of the time and considered alongside current events such as the launch of the Sputnik satellite. These works include images of water rippling, parabolic mirrors, balls moving through space, and—seen here—magnets attracting. They are rigorously scientific, yet the anthropomorphic aspect is rooted in Abbott’s Surrealist roots. To create these unprecedented images, she developed an enormous photographic apparatus, which she called “Super Sight.”"
40579,2022.28.2,,2022    28    2,Modern and Contemporary Art,Photographs,Purchase,Permanent Collection,Berenice Abbott,Focusing Water Waves,photograph,1958–61,Gelatin silver print,Image/Sheet: 5 1/4 × 8 in. (13.3 × 20.3 cm),,Purchased with funds from Carl Read Gerber (OC 1958) in memory of John Andrew Gerber (OC 1961),American,,"Massachusetts Institute of Technology (MIT) hired Abbott in 1958 to produce photo illustrations for a new physics book. So captivating were the results that magazines of the time featured and discussed them alongside current events such as the 1957 launch of the Sputnik satellite. These images are rigorously scientific, and yet, the anthropomorphic aspect is rooted in Abbott’s Surrealist background. To capture this particular distribution of waves, Abbott developed an enormous photographic apparatus, which she called “Super Sight.”"
40591,2022.30,,2022    30,Asian Art,Paintings,Purchase,Permanent Collection,Mansheng  Wang (Wáng Mǎnshèng 王满晟),The Breath of Autumn,painting,2017,"Ink, walnut ink, tempera, and acrylic on poster board",Image/Sheet: 28 × 22 in. (71.1 × 55.9 cm),,Oberlin Friends of Art Fund,Chinese,,"There are no figures in this serene, austere landscape. The sheer face of a rocky cliff rises from the water up into a hazy sky, framing the mountain with blue and grey. Small trees punctuate the peaks and cling to the craggy base. A tiny waterfall peeks out from a dark crevasse. 

The artist has said of his landscapes, ""I strive for a concentration of grandeur and substance, solemnity and silence."" In <i>The Breath of Autumn</i>, Mansheng Wang has created an untouched natural world, a landscape of escape. 
"
40592,2022.31,,2022    31,Asian Art,Paintings,Purchase,Permanent Collection,Mansheng  Wang (Wáng Mǎnshèng 王满晟),Luohan Sewing Masks,painting,2020,Ink and walnut ink on paper,"Image/Sheet: 7 × 22 in. (17.8 × 55.9 cm)
Mount: 18 × 30 in. (45.7 × 76.2 cm)",,Oberlin Friends of Art Fund,Chinese,,"<i>Luóhàn</i> (罗汉, 羅漢) are Buddhist deities who have vowed to help believers and protect the Buddhist teachings, or Dharma, until the coming of the next Buddha. Here, a luóhàn sits on a large rock under a pine tree, carefully threading a needle. There is a traditional subject in East Asian art in which luóhàn are shown performing everyday chores—making sandals, washing laundry, stitching robes—expressing the idea that enlightenment is not only experienced in meditation but permeates all aspects of life.<br>
<br>
The painting is done in a classic Chinese style, and in the traditional, arc-shaped folding fan format. However, look closely at the luóhàn’s lap: he is preparing to sew a cloth face mask. Painting this work in 2020, Mansheng Wang, like many people at the beginning of the pandemic, made his own cloth masks to stop the spread of COVID-19 and to save medical-grade masks for frontline workers. He felt that making and wearing masks at that time, reflecting compassion for others, seemed like the kind of thing a luóhàn might do.<br><br>
The artist's inscription at the left reads: <br><br>

松蔭縫口罩，物微却神奇。庚子歲大疫橫行，寫口罩羅漢以記之。半升于三人居。<br><br>

“Sewing a mask in the shade of a pine tree—even the smallest things can be miraculous. In the year 2020, the pandemic is rampant. I painted the Mask Luohan to remember it. Bansheng [Mansheng Wang], in the Hut For Three.”*<br><br>

*The Hut For Three (<i>Sānrénjū</i>  三人居) is the name of Wang’s studio.

"
40580,2022.33,,2022    33,Modern and Contemporary Art,Prints,Purchase,Permanent Collection,Sonya Clark,"Confederate, Surrender",print,2022,Mixographia® print on handmade paper,"Overall: 43 1/2 × 24 × 1 in. (110.5 × 61 × 2.5 cm)
Frame: 48 3/8 × 28 7/8 × 2 1/2 in. (122.9 × 73.3 × 6.4 cm)",,Purchased with funds from Peter Frumkin (OC 1984) in memory of his parents Allan and Jean Frumkin,American,,"When the Confederate Army surrendered to Union forces at Appomattox in 1865, ending the Civil War, a soldier found an off-white dishcloth with thin red stripes to use as a flag of truce. Afro-Caribbean textile artist Sonya Clark (b. 1967, Washington, D.C.) came across a fragment of this cloth in the Smithsonian’s collection and began to ask what it would mean to the psychology of this nation if the truce flag replaced the Confederate battle flag as the enduring symbol of the Civil War. Clark produced a monumental replica of the truce flag in 2019, which was acquired by the Smithsonian. Clark later produced this handmade paper version, <i>Confederate, Surrender</i>, with a publisher in Los Angeles. Clark has interrogated the Confederate battle flag in several pieces, including Unraveling, in which she invited audience members to deconstruct the Confederate battle flag thread by thread.<br>
<br>
Within the Allen’s collection, Clark’s work joins a doily painting by fellow Trinidadian artist Zak Ové, and other artists who combine textile, thread, and paper-making techniques such as Ambreen Butt, Ghada Amer, Willie Cole, Jean Shin, and Leslie Dill. The work also adds to flags and representations of flags in the Allen’s collection, including Haitian Vodou flags and depictions of the American flag in works by Peter Saul, Alexander Calder, and others. This piece will foster conversation around collective memory, monuments and memorialization, craft and fiber arts, as well as race, racism, and Civil War history. <br>
<br.
Clark is a professor of art and art history at Amherst College. She previously chaired the craft department at Virginia Commonwealth University for more than a decade. She earned an MFA from Cranbrook Academy of Art and was honored with their Distinguished Alumni Award in 2011. She has a BFA from the School of the Art Institute of Chicago. Her first college degree is a BA from Amherst College, where she received an honorary doctorate in 2015. Her work has been exhibited in over 350 museums and galleries in the Americas, Africa, Asia, Europe and Australia. She is the recipient of a United States Artists Fellowship, a Pollock Krasner award, an 1858 Prize, an Art Prize Grand Jurors Award, and an Anonymous Was a Woman Award."
40581,2022.35,,2022    35,Modern and Contemporary Art,Photographs,Purchase,Permanent Collection,John Edmonds,Young man wearing a maternity bust (from the Makonde),Digital silver gelatin photograph,2019,Digital silver gelatin photograph,"Image/Sheet: 40 × 40 in. (101.6 × 101.6 cm)
Frame: 40 3/4 × 40 3/4 in. (103.5 × 103.5 cm)",,Purchased with funds from Peter Frumkin (OC 1984) in memory of his parents Allan and Jean Frumkin,American,,"Intimacy and gestures of self-fashioning are hallmarks of Edmonds’s photographs. He frequently uses African sculptures as props held by his models or as the sole subjects of the work. The standard practice in Western art museums is to photograph the objects in their collections as neutrally as possible, against a simple gradient backdrop, with even lighting, and no additional context. Edmonds’s photographs of African sculpture, replete with dramatic lighting and decorative backdrops, remind viewers that no presentation of African sculpture in a Western art museum can ever be neutral.<br>
<br>
<i>Young man wearing a maternity bust</i> features a Makonde (East African) fertility bust, which is similar to a Gelede (Yoruba) maternity bust in the Allen’s collection. Both are worn and danced in male societies to channel feminine wisdom and power. Edmonds—who is initiated into the Akan religion—connects these African and Black American contexts. The model’s slender arm and concealed Adam’s apple emphasize the object’s intended function of transcending a binary notion of gender."
40667,2022.36.1,,2022    36    1,Modern and Contemporary Art,Photographs,Purchase,Permanent Collection,Martine Gutierrez,"Queer Rage, Don't touch the art, p. 68 from Indigenous Woman",photograph,2018,C-print mounted on Dibond,"Image/Sheet: 42 × 28 in. (106.7 × 71.1 cm)
Framed: 42 3/4 × 28 3/4 × 1 1/2 in. (108.6 × 73 × 3.8 cm)",,Purchased with funds from Peter Frumkin (OC 1984) in memory of his parents Allan and Jean Frumkin,American,,"In this self-portrait Gutierrez juxtaposes her deadpan gaze with a cow’s butt. Nearby, a neoclassical bust bears a smear of hot pink lipstick, as if freshly kissed, and a Mayan doll hangs in the artist’s hand. Punctuating these signifiers of gender, taste, and culture, her outfit is a sendup of femininity and decorum. Gutierrez showcases her body in precisely the kind of space that historically excluded trans people of color. This image asks us to question beauty ideals and power relations in the context of museums, which are implicated in the production of cultural values.<br>
<br>
Gutierrez produced this photo for <i>Indigenous Woman</i>, an artist’s book in the guise of a fashion magazine, in which Gutierrez takes on feminine archetypes of beauty and celebrity on every page. She states, ""We are conditioned to assume that physical appearance is, in fact, identity, which is often not the case. Like, as mixed transwomen, we’re often seen as male when we feel female, or have been assumed to be from another culture because our ethnicities are ambiguous… How can we work against the very power structures that propagate beauty and normalcy to the masses? …How can trans and femme-identifying folks of color gain recognition through exposure without being objectified?"""
40665,2022.37,,2022    37,Modern and Contemporary Art,Prints,Purchase,Permanent Collection,Jeanne Mammen,Kaschemme (Dive Bar),drypoint,ca. 1930–32,Drypoint on zinc (also refered to as pen lithograph),"Image: 18 7/8 × 13 3/8 in. (48 × 34 cm)
Sheet: 24 1/2 × 17 3/16 in. (62.2 × 43.7 cm)",,Purchased with funds from Carl Read Gerber (OC 1958) in honor of Julia Binder,German,,"The word <i>Kaschemme</i> comes from Romani language, referring to a disreputable bar or restaurant. In this seedy and cramped space, subjects drink, smoke, and dance to music issuing from a gramophone. Almost none look at each other, and when they do it is with a hollow, lifeless expression. Their psychological emptiness and fatigue is typical of graphic work from Weimar-era Berlin.
<br><br>
Mammen is one of the vital–although often overlooked–artists of Weimar Germany. She was born in Berlin and raised in Paris. She studied throughout Europe, returning to Paris in 1912 as a respected artist. She was forced to return to Germany when her family lost their business and fortune as a result of the reparations agreement with the French after World War I. In interwar Germany, she earned a living primarily from printmaking and book illustration. An out lesbian, Mammen especially featured women in her portraits and genres scenes, from socialites and urbanites, to prostitutes, lovers, and cabaret performers backstage."
40668,2022.38,,2022    38,Modern and Contemporary Art,Furnishings,Purchase,Permanent Collection,Finnegan Shannon,Do you want us here or not (MHR) - Bench,bench,2021,Plywood and paint,Overall: 35 3/8 × 73 1/4 × 27 1/2 in. (89.9 × 186 × 69.9 cm),,Museum Friends Fund,American,,"Physical precarity and accessibility are central themes in Shannon’s work. Even well-intentioned designs often prioritize an able-bodied experience, requiring adaptation and resulting in exhaustion. Shannon’s benches, stools, and cushions, collectively titled <i>Do you want us here or not?</i> are intended to be used. They center the experiences of people with disabilities and invoke forms of activism, such as sit-ins, which bring visibility to a cause without requiring one to march or stand for hours."
40630,2022.39,,2022    39,Modern and Contemporary Art,Textiles,Purchase,Permanent Collection,Amina Simeon,Ogou Vodou Flag,Flag,late 20th century,Beads sewn on textile,"Overall: 23 × 26 in. (58.4 × 66 cm)
Frame: 27 × 30 × 1 3/4 in. (68.6 × 76.2 × 4.4 cm)",Figure on horse;,Museum Friends Fund,Haitian,,"Haitian women working in clothing factories in Port-au-Prince since the 1960s have made Beaded Vodou flags, referred to in Haitian Creole as <i>dwapo</i>. They collected extra beads and sequins used in the production of high-end dresses destined for French buyers and began using them to decorate the flags. As distinct from <i>dwapo</i> made for over a century by men for ceremonial purposes, these works were specifically made for the art market.
<br><br>
Here, Amina Simeon depicts a scene derived from a Catholic lithograph of Saint James Matamoros, who in Haiti is commonly syncretized with Ogou, a hot-headed and temperamental spirit (<i>lwa</i>) associated with battle, hard work, and iron. The syncretization of Vodou spirits with Christian saints was a way for Vodou adherents to continue practicing in the face of colonial oppression. The image depicting Ogou, which is ubiquitous in Haiti, depicts a common visual convention around this saint which shows him riding into battle and trampling Muslim Moors at the mythical Battle of Clavijo."
40624,2022.49.9,,2022    49    9,Modern and Contemporary Art,Prints,Gift,Permanent Collection,Roy Lichtenstein,Chem IA,screenprint,1970,Screenprint,"Image: 24 × 14 3/8 in. (61 × 36.5 cm)
Sheet: 30 × 20 1/4 in. (76.2 × 51.4 cm)",,Gift of Adam Werner in memory of Gloria (OC 1962) and Newton Werner,American,,"Printed with Lichtenstein’s signature Ben-Day dots, this print combines the graphic imagery of comic books with symbols of modern industry. <i>Chem IA</i> was originally designed as one third of a larger print, <i>Peace Through Chemistry</i>, depicting the advent of farming, then industry, before culminating in <i>Chem IA</i>, positioning human mastery of chemicals as the logical culmination of this development. Without the other two images to contextualize this print, the image of a block human head in profile peering into a billowing test tube is enigmatic rather than victorious."
40642,2022.49.19,,2022    49   19,Modern and Contemporary Art,Photographs,Gift,Permanent Collection,Richard Misrach,"Chemical Weapons Storage, Wendover Air Base",chromogenic print,1989,Chromogenic print,"Image: 9 1/2 × 11 15/16 in. (24.1 × 30.3 cm)
Sheet: 11 × 14 in. (27.9 × 35.6 cm)",,Gift of Adam Werner in memory of Gloria (OC 1962) and Newton Werner,American,,"Misrach photographs scenes of human impact on the landscapes of the American West, from factory farms to nuclear testing sites. Utah’s Wendover Air Base was once an important military airfield, but after World War II, it fell into disuse and disrepair. Wendover still functions as a local airport today, but most of its 128 military buildings sit abandoned. Misrach’s photo of the former base’s chemical weapons storage—a tiny, rusted island in a pool of water—feels forebodingly still. Through the looming clouds, rich colors, and the distance of his camera, Misrach communicates the lingering atmosphere of danger still present in these abandoned sites."
40593,2023.1.4,,2023     1    4,Modern and Contemporary Art,Prints,Gift,Permanent Collection,Jeremy Okai Davis,Sepia,lithograph,2021,Color lithograph,Image/Sheet: 28 × 22 1/4 in. (71.1 × 56.5 cm),,Gift of Driek (OC 1965) and Michael (OC 1964) Zirinsky,American,,"In a recent series of prints and paintings, Jeremy Okai Davis reevaluates archival sources relating to Black American culture, such as <i>Jet</i> and <i>Sepia</i> magazines from the 1950s–1970s. Here, Davis explores racial bias through the history of Shirley Cards—a system developed by Kodak to color-correct skin tones during film processing. This process was biased toward white skin so photos of subjects with very dark and very light skin in the same shot would come out either under or over-exposed. Below this Black model in <i>Sepia</i>, Davis inserts a color calibration tool of his own that includes the darker skin tones that the Shirley Card failed to accommodate."
40594,2023.1.5,,2023     1    5,Modern and Contemporary Art,Prints,Gift,Permanent Collection,Jeremy Okai Davis,Jet Cover Girls,lithograph,2021,Color lithograph,"Image (irregular): 16 1/2 × 13 in. (41.9 × 33 cm)
Sheet: 22 1/4 × 17 3/4 in. (56.5 × 45.1 cm)",,Gift of Driek (OC 1965) and Michael (OC 1964) Zirinsky,American,,"Although Davis identifies primarily as a portrait painter, this work comes from a series in which he investigates race and racism within the history of photography. Working with archives of Black American magazines from the 1950s through the 1970s, such as <i>Jet</> and <i>Sepia</i>, Davis came to see the damaging effects of historically specific color correction techniques for the representation of darker skin tones. This print references the history of “Shirley cards,” a system developed by Kodak to color correct skin tones during film processing. Through this history, the industry standard for color correcting became biased toward light skin, disregarding darker complexions, which were often under or over-exposed as a result."
40424,2023.1.6,,2023     1    6,Modern and Contemporary Art,Prints,Gift,Permanent Collection,Mel Chin,Revival Ramp,print,1996,"Hard and soft-ground etching, engraving, photoetching and lithograph","Image: 29 3/4 × 29 1/2 in. (75.6 × 74.9 cm)
Sheet: 33 7/8 × 33 in. (86 × 83.8 cm)
Framed: 37 × 36 5/8 × 1 1/2 in. (94 × 93 × 3.8 cm)",,Gift of Driek (OC 1965) and Michael (OC 1964) Zirinsky,American,,"In the central, curving section of this image, Chin illustrates his iconic <i>Revival Field</i>, a work of Land Art begun in 1991, in which he planted hyperaccumulators to revive a landfill in Minnesota contaminated with heavy metals and incinerated sewage waste. The vignette on the lower left reproduces Leonardo da Vinci’s drawing A Copse of Trees (ca. 1500). Moving up the ramp and forward in time, Chin depicts the advent of farming and the impacts of the Industrial Revolution, as factory pollution clouds the air and dyes a river black.<br>
<br>
The curving ramp leads up to a further vignette in which the stream splits into three distinct directions: an apocalypse under a black sun, a ravaged landscape of dead trees, and a thriving ecosystem—its river purified of metals and da Vinci’s trees revived.
"
40431,2023.1.10,,2023     1   10,Modern and Contemporary Art,Prints,Gift,Permanent Collection,Jeffrey Gibson,One for the Other,lithograph,2009,Color lithograph,Image/Sheet: 19 1/2 × 15 1/2 in. (49.5 × 39.4 cm),,Gift of Driek (OC 1965) and Michael (OC 1964) Zirinsky in honor of Karl Davis and Nika Blasser,Native American,,"A queer, Indigenous artist, Gibson combines bright colors, text fragments, House music, and other contemporary references, with Indigenous patterning and beadwork. His works dispel notions of Indigenous art and culture as static or vanquished. Gibson made this print of a tree-like spirit-face while in residence at Crow’s Shadow Institute of the Arts on the Umatilla reservation in Oregon."
40453,2023.1.18,,2023     1   18,Modern and Contemporary Art,Paintings,Gift,Permanent Collection,Frank Moore,Index Study (red),painting,2001,"Gouache, oil, and mixed media on Arches paper",Image/Sheet: 24 1/4 × 23 3/4 in. (61.6 × 60.3 cm),,Gift of Driek (OC 1965) and Michael (OC 1964) Zirinsky in honor of Douglas Baxter,American,,"Moore was a Surrealist-inspired painter dedicated to addressing environmental issues. He turned to themes of healthcare, homophobia, and politics after learning he was HIV positive in 1985. Painted the year before he died of AIDS, this work demonstrates his ability to move between microcosm and macrocosm. It shows a furry paw, insect and frog legs, and human fingers with painted nails emerging from DNA strands. The DNA bases at the top reappear in abbreviated form throughout. Although HIV contains RNA, not DNA, it does incorporate into DNA, inserting its own sequence into the human genome. Presented with insect and frog legs against a blood-red ground, Moore brings together multiple processes of metamorphosis and mutation.<br>
<br>
Moore was instrumental in launching the artist-activist organization Visual AIDS and the Red Ribbon Project, an international symbol of AIDS awareness."
40493,2023.1.27,,2023     1   27,Modern and Contemporary Art,Prints,Gift,Permanent Collection,Sister Corita Kent,Some Sunshine,screenprint,1970,Screenprint,Image/Sheet: 22 3/4 × 22 5/8 in. (57.8 × 57.5 cm),,Gift of Driek (OC 1965) and Michael (OC 1964) Zirinsky in memory of Vandy Ackerman,American,,"An educator and activist, Kent was a member of the Sisters of the Immaculate Heart of Mary and an art teacher at the Immaculate Heart College in Los Angeles from 1938–1968. In 1968, she left the Catholic Church and moved to Boston to devote her life to art. There she began to source imagery from the Civil Rights movement, antiwar protests, and text fragments from popular culture, such as this excerpt from novelist Philip Roth. An outspoken figure in the Christian left during the Vietnam War, Kent was controversial within the Catholic Church, but never stopped wearing her habit or abandoned her faith."
